timestamp,position,speed,angular_velocity
1748487626007,0.008335,0.006587,0.000000
1748487626015,0.008356,0.006587,0.000000
1748487626023,0.008377,0.006587,0.000000
1748487626031,0.008399,0.006587,0.000000
1748487626039,0.008419,0.006587,0.000000
1748487626047,0.008440,0.006587,0.000000
1748487626055,0.008461,0.006587,0.000000
1748487626063,0.008482,0.006587,0.000000
1748487626071,0.008599,0.001193,0.000000
1748487626079,0.008620,0.001193,0.000000
1748487626087,0.008641,0.001193,0.000000
1748487626095,0.008663,0.001193,0.000000
1748487626103,0.008684,0.001193,0.000000
1748487626111,0.008706,0.001193,0.000000
1748487626119,0.008728,0.001193,0.000000
1748487626127,0.008749,0.001193,0.000000
1748487626135,0.008770,0.001193,0.000000
1748487626143,0.008792,0.001193,0.000000
1748487626151,0.008814,0.001193,0.000000
1748487626159,0.008836,0.001193,0.000000
1748487626167,0.008857,0.001193,0.000000
1748487626175,0.008879,0.001193,0.000000
1748487626183,0.008900,0.001193,0.000000
1748487626191,0.008921,0.001193,0.000000
1748487626199,0.008943,0.001193,0.000000
1748487626207,0.008964,0.001193,0.000000
1748487626215,0.008984,0.001193,0.000000
1748487626223,0.009005,0.001193,0.000000
1748487626232,0.009028,0.001193,0.000000
1748487626239,0.009046,0.001193,0.000000
1748487626247,0.009067,0.001193,0.000000
1748487626255,0.009086,0.001193,0.000000
1748487626263,0.009106,0.001193,0.000000
1748487626271,0.009125,0.001193,0.000000
1748487626279,0.009145,0.001193,0.000000
1748487626287,0.009029,0.003188,0.000000
1748487626295,0.009047,0.003188,0.000000
1748487626303,0.009066,0.003188,0.000000
1748487626311,0.009084,0.003188,0.000000
1748487626319,0.009104,0.003188,0.000000
1748487626327,0.009123,0.003188,0.000000
1748487626335,0.009143,0.003188,0.000000
1748487626343,0.009161,0.003188,0.000000
1748487626351,0.009180,0.003188,0.000000
1748487626359,0.009200,0.003188,0.000000
1748487626367,0.009218,0.003188,0.000000
1748487626375,0.009237,0.003188,0.000000
1748487626383,0.009256,0.003188,0.000000
1748487626391,0.009276,0.003188,0.000000
1748487626399,0.009294,0.003188,0.000000
1748487626407,0.009313,0.003188,0.000000
1748487626415,0.009333,0.003188,0.000000
1748487626423,0.009353,0.003188,0.000000
1748487626431,0.009373,0.003188,0.000000
1748487626439,0.009394,0.003188,0.000000
1748487626447,0.009414,0.003188,0.000000
1748487626455,0.009434,0.003188,0.000000
1748487626463,0.009453,0.003188,0.000000
1748487626471,0.009346,0.008293,0.000000
1748487626479,0.009364,0.008293,0.000000
1748487626487,0.009384,0.008293,0.000000
1748487626495,0.009403,0.008293,0.000000
1748487626503,0.009422,0.008293,0.000000
1748487626511,0.009441,0.008293,0.000000
1748487626519,0.009459,0.008293,0.000000
1748487626527,0.009478,0.008293,0.000000
1748487626535,0.009497,0.008293,0.000000
1748487626543,0.009516,0.008293,0.000000
1748487626551,0.009535,0.008293,0.000000
1748487626559,0.009554,0.008293,0.000000
1748487626567,0.009572,0.008293,0.000000
1748487626575,0.009591,0.008293,0.000000
1748487626583,0.009611,0.008293,0.000000
1748487626591,0.009630,0.008293,0.000000
1748487626599,0.009649,0.008293,0.000000
1748487626607,0.009667,0.008293,0.000000
1748487626615,0.009684,0.008293,0.000000
1748487626623,0.009703,0.008293,0.000000
1748487626631,0.009721,0.008293,0.000000
1748487626639,0.009739,0.008293,0.000000
1748487626647,0.009756,0.008293,0.000000
1748487626655,0.009774,0.008293,0.000000
1748487626663,0.009790,0.008293,0.000000
1748487626671,0.009932,0.003339,0.000000
1748487626679,0.009949,0.003339,0.000000
1748487626687,0.009967,0.003339,0.000000
1748487626695,0.009984,0.003339,0.000000
1748487626703,0.010001,0.003339,0.000000
1748487626711,0.010017,0.003339,0.000000
1748487626719,0.010034,0.003339,0.000000
1748487626727,0.010051,0.003339,0.000000
1748487626735,0.010068,0.003339,0.000000
1748487626743,0.010084,0.003339,0.000000
1748487626751,0.010102,0.003339,0.000000
1748487626759,0.010118,0.003339,0.000000
1748487626767,0.010134,0.003339,0.000000
1748487626775,0.010150,0.003339,0.000000
1748487626783,0.010167,0.003339,0.000000
1748487626791,0.010182,0.003339,0.000000
1748487626799,0.010198,0.003339,0.000000
1748487626807,0.010214,0.003339,0.000000
1748487626815,0.010231,0.003339,0.000000
1748487626824,0.010248,0.003339,0.000000
1748487626831,0.010262,0.003339,0.000000
1748487626839,0.010278,0.003339,0.000000
1748487626847,0.010295,0.003339,0.000000
1748487626855,0.010311,0.003339,0.000000
1748487626863,0.010328,0.003339,0.000000
1748487626871,0.010336,0.004105,0.000000
1748487626879,0.010353,0.004105,0.000000
1748487626887,0.010370,0.004105,0.000000
1748487626895,0.010387,0.004105,0.000000
1748487626903,0.010404,0.004105,0.000000
1748487626911,0.010421,0.004105,0.000000
1748487626919,0.010437,0.004105,0.000000
1748487626927,0.010453,0.004105,0.000000
1748487626935,0.010470,0.004105,0.000000
1748487626943,0.010486,0.004105,0.000000
1748487626951,0.010503,0.004105,0.000000
1748487626959,0.010520,0.004105,0.000000
1748487626967,0.010537,0.004105,0.000000
1748487626975,0.010554,0.004105,0.000000
1748487626983,0.010571,0.004105,0.000000
1748487626991,0.010588,0.004105,0.000000
1748487626999,0.010604,0.004105,0.000000
1748487627007,0.010621,0.004105,0.000000
1748487627015,0.010637,0.004105,0.000000
1748487627023,0.010655,0.004105,0.000000
1748487627031,0.010671,0.004105,0.000000
