trajectory_id,timestamp,position,speed,angular_velocity
52,1748487807476,37.633884,41.686971,0.000000
52,1748487807476,41.938972,44.425181,0.000000
52,1748487807476,46.520996,47.225687,0.000000
52,1748487807476,51.386186,50.088490,0.000000
52,1748487807476,56.540771,53.013590,0.000000
52,1748487807476,61.990981,56.000986,0.000000
52,1748487807476,67.743045,59.050678,0.000000
52,1748487807476,73.803193,62.162668,0.000000
52,1748487807476,80.177655,65.336953,0.000000
52,1748487807476,86.872660,68.573535,0.000000
52,1748487807476,93.894438,71.872414,0.000000
52,1748487807476,101.249219,75.233589,0.000000
52,1748487807476,108.943233,78.657060,0.000000
52,1748487807476,116.982708,82.142828,0.000000
52,1748487807476,125.373875,85.690893,0.000000
52,1748487807476,134.122963,89.301254,0.000000
52,1748487807476,143.236202,92.973911,0.000000
52,1748487807476,152.719822,96.708865,0.000000
52,1748487807476,162.580052,100.506116,0.000000
52,1748487807476,172.823121,104.365663,0.000000
52,1748487807476,183.455261,108.287506,0.000000
52,1748487807476,194.482699,112.271646,0.000000
52,1748487807476,205.911667,116.318083,0.000000
52,1748487807476,217.748392,120.426816,0.000000
52,1748487807476,229.999106,124.597845,0.000000
52,1748487807476,242.670038,128.831171,0.000000
52,1748487807476,255.767417,133.126794,0.000000
52,1748487807476,269.297473,137.484713,0.000000
52,1748487807476,283.266436,141.904928,0.000000
52,1748487807476,297.680536,146.387440,0.000000
52,1748487807476,312.546001,150.932249,0.000000
52,1748487807476,327.869062,155.539354,0.000000
52,1748487807476,343.655948,160.208755,0.000000
52,1748487807476,359.912890,164.940453,0.000000
52,1748487807476,376.646115,169.734448,0.000000
52,1748487807476,393.861856,174.590739,0.000000
52,1748487807476,411.566340,179.509326,0.000000
52,1748487807476,429.765797,184.490210,0.000000
52,1748487807476,448.466458,189.533390,0.000000
52,1748487807476,467.674552,194.638867,0.000000
52,1748487807476,487.396308,199.806641,0.000000
52,1748487807476,507.637957,205.036711,0.000000
52,1748487807476,528.405727,210.329077,0.000000
52,1748487807476,549.705849,215.683740,0.000000
52,1748487807476,571.544552,221.100700,0.000000
52,1748487807476,593.928065,226.579955,0.000000
52,1748487807476,616.862619,232.121508,0.000000
52,1748487807476,640.354443,237.725357,0.000000
52,1748487807476,664.409767,243.391502,0.000000
52,1748487807476,689.034820,249.119944,0.000000
52,1748487807476,714.235833,254.910682,0.000000
52,1748487807476,740.019033,260.763717,0.000000
52,1748487807476,766.390653,266.679049,0.000000
52,1748487807476,793.356920,272.656677,0.000000
53,1748487808476,0.098594,0.004960,0.000000
53,1748487808476,0.173151,1.496543,0.000000
53,1748487808476,0.399978,3.050387,0.000000
